created_at,full_text,cleaned_text,tokenized_text,stemmed_text,sentiment
Fri Jul 11 06:11:19 +0000 2025,Kejaksaan Agung menetapkan raja minyak sekaligus beneficial owner PT Orbit Terminal Merak (OTM) Muhammad Riza Chalid (MRC) jadi tersangka korupsi tata kelola minyak mentah dan produk kilang di PT Pertamina Subholding dan Kontraktor Kontrak Kerjasama (KKKS) tahun 2018-2023.,kejaksaan agung menetapkan raja minyak sekaligus beneficial owner pt orbit terminal merak otm muhammad riza chalid mrc jadi tersangka korupsi tata kelola minyak mentah dan produk kilang di pt pertamina subholding dan kontraktor kontrak kerjasama kkks tahun,"['kejaksaan', 'agung', 'menetapkan', 'raja', 'minyak', 'sekaligus', 'beneficial', 'owner', 'pt', 'orbit', 'terminal', 'merak', 'otm', 'muhammad', 'riza', 'chalid', 'mrc', 'jadi', 'tersangka', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'subholding', 'kontraktor', 'kontrak', 'kerja', 'sama', 'kkks', 'tahun']","['jaksa', 'agung', 'tetap', 'raja', 'minyak', 'sekaligus', 'beneficial', 'owner', 'pt', 'orbit', 'terminal', 'merak', 'otm', 'muhammad', 'riza', 'chalid', 'mrc', 'jadi', 'sangka', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'subholding', 'kontraktor', 'kontrak', 'kerja', 'sama', 'kkks', 'tahun']",positive
Fri Jul 11 06:11:18 +0000 2025,GASOLINE GODFATHER JADI TERSANGKA terkuak peran raja minyak Muhammad Riza Chalid (MRC) yang jadi tersangka kasus korupsi tata kelola minyak mentah dan produk kilang di PT Pertamina Subholding dan Kontraktor Kontrak Kerjasama (KKKS) tahun 2018-2023. Senin Jumat Pagii Pagii,gasoline godfather jadi tersangka terkuak peran raja minyak muhammad riza chalid mrc yang jadi tersangka kasus korupsi tata kelola minyak mentah dan produk kilang di pt pertamina subholding dan kontraktor kontrak kerjasama kkks tahun senin jumat pagii pagii,"['gasoline', 'godfather', 'jadi', 'tersangka', 'terkuak', 'peran', 'raja', 'minyak', 'muhammad', 'riza', 'chalid', 'mrc', 'jadi', 'tersangka', 'kasus', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'subholding', 'kontraktor', 'kontrak', 'kerja', 'sama', 'kkks', 'tahun', 'senin', 'jumat', 'pagii', 'pagii']","['gasoline', 'godfather', 'jadi', 'sangka', 'kuak', 'peran', 'raja', 'minyak', 'muhammad', 'riza', 'chalid', 'mrc', 'jadi', 'sangka', 'kasus', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'subholding', 'kontraktor', 'kontrak', 'kerja', 'sama', 'kkks', 'tahun', 'senin', 'jumat', 'pagi', 'pagi']",positive
Fri Jul 11 05:58:51 +0000 2025,KEJAGUNG Tetapkan Raja Minyak MRC Sebagai Tersangka KORUPSI PERTAMINA Dan Kembali MENETAPKAN Sembilan TERSANGKA Dalam Kasus Dugaan Korupsi Tata Kelola Minyak Mentah dan Produk Kilang Pertamina Periode 2019 - 2023. #pengawasan #kejaksaan https://t.co/At0B7JkCz1,kejagung tetapkan raja minyak mrc sebagai tersangka korupsi pertamina dan kembali menetapkan sembilan tersangka dalam kasus dugaan korupsi tata kelola minyak mentah dan produk kilang pertamina periode,"['kejagung', 'tetapkan', 'raja', 'minyak', 'mrc', 'tersangka', 'korupsi', 'pertamina', 'menetapkan', 'sembilan', 'tersangka', 'kasus', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pertamina', 'periode']","['jagung', 'tetap', 'raja', 'minyak', 'mrc', 'sangka', 'korupsi', 'pertamina', 'tetap', 'sembilan', 'sangka', 'kasus', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pertamina', 'periode']",positive
Fri Jul 11 05:48:04 +0000 2025,Kejaksaan Agung resmi menetapkan Muhammad Riza Chalid sebagai tersangka kasus dugaan korupsi tata kelola minyak mentah dan produk kilang Pertamina 2018 2023. Riza Chalid pemilik manfaat PT Tangki Merak &amp; PT Orbit Terminal Merak diduga bersekongkol menyewakan Terminal BBM https://t.co/tbtQ4XkY02,kejaksaan agung resmi menetapkan muhammad riza chalid sebagai tersangka kasus dugaan korupsi tata kelola minyak mentah dan produk kilang pertamina riza chalid pemilik manfaat pt tangki merak amp pt orbit terminal merak diduga bersekongkol menyewakan terminal bbm,"['kejaksaan', 'agung', 'resmi', 'menetapkan', 'muhammad', 'riza', 'chalid', 'tersangka', 'kasus', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pertamina', 'riza', 'chalid', 'pemilik', 'manfaat', 'pt', 'tangki', 'merak', 'amp', 'pt', 'orbit', 'terminal', 'merak', 'diduga', 'bersekongkol', 'menyewakan', 'terminal', 'bbm']","['jaksa', 'agung', 'resmi', 'tetap', 'muhammad', 'riza', 'chalid', 'sangka', 'kasus', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pertamina', 'riza', 'chalid', 'milik', 'manfaat', 'pt', 'tangki', 'merak', 'amp', 'pt', 'orbit', 'terminal', 'merak', 'duga', 'sekongkol', 'sewa', 'terminal', 'bbm']",positive
Fri Jul 11 05:22:43 +0000 2025,𝗔𝗽𝗮 𝗣𝗲𝗿𝗮𝗻 𝗥𝗶𝘇𝗮 𝗖𝗵𝗮𝗹𝗶𝗱 𝗱𝗮𝗹𝗮𝗺 𝗞𝗮𝘀𝘂𝘀 𝗗𝘂𝗴𝗮𝗮𝗻 𝗞𝗼𝗿𝘂𝗽𝘀𝗶 𝗣𝗲𝗿𝘁𝗮𝗺𝗶𝗻𝗮? Kejaksaan Agung telah menetapkan pengusaha minyak Muhammad Riza Chalid sebagai tersangka dalam kasus dugaan korupsi Tata Kelola Minyak Mentah dan Produk Kilang PT https://t.co/20LOUlExBl,kejaksaan agung telah menetapkan pengusaha minyak muhammad riza chalid sebagai tersangka dalam kasus dugaan korupsi tata kelola minyak mentah dan produk kilang pt,"['kejaksaan', 'agung', 'menetapkan', 'pengusaha', 'minyak', 'muhammad', 'riza', 'chalid', 'tersangka', 'kasus', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt']","['jaksa', 'agung', 'tetap', 'usaha', 'minyak', 'muhammad', 'riza', 'chalid', 'sangka', 'kasus', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt']",positive
Fri Jul 11 05:20:30 +0000 2025,Kejaksaan Agung (Kejagung) menyatakan jumlah kerugian negara terkait kasus dugaan korupsi dalam tata kelola minyak mentah dan produk kilang pada Pertamina subholding dan KKKS tahun 2018-2023 mencapai lebih dari Rp285 triliun. Hal itu disampaikan Direktur Penyidikan Jaksa Agung https://t.co/qMcvT2UxZb,kejaksaan agung kejagung menyatakan jumlah kerugian negara terkait kasus dugaan korupsi dalam tata kelola minyak mentah dan produk kilang pada pertamina subholding dan kkks tahun mencapai lebih dari rp triliun hal itu disampaikan direktur penyidikan jaksa agung,"['kejaksaan', 'agung', 'kejagung', 'menyatakan', 'jumlah', 'kerugian', 'negara', 'terkait', 'kasus', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pertamina', 'subholding', 'kkks', 'tahun', 'mencapai', 'lebih', 'rp', 'triliun', 'disampaikan', 'direktur', 'penyidikan', 'jaksa', 'agung']","['jaksa', 'agung', 'jagung', 'nyata', 'jumlah', 'rugi', 'negara', 'kait', 'kasus', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pertamina', 'subholding', 'kkks', 'tahun', 'capai', 'lebih', 'rp', 'triliun', 'sampai', 'direktur', 'sidi', 'jaksa', 'agung']",positive
Fri Jul 11 04:49:17 +0000 2025,Kejaksaan Agung mengungkapkan perkembangan terbaru kasus dugaan tindak pidana korupsi dalam tata kelola minyak mentah dan produk kilang pada PT Pertamina Patra Niaga periode 2018-2023. @KejaksaanRI #korupsi #pertamina #ligakorupsi #terkini #beritahariini #trending #news https://t.co/JwLFFdPbil,kejaksaan agung mengungkapkan perkembangan terbaru kasus dugaan tindak pidana korupsi dalam tata kelola minyak mentah dan produk kilang pada pt pertamina patra niaga periode,"['kejaksaan', 'agung', 'mengungkapkan', 'perkembangan', 'terbaru', 'kasus', 'dugaan', 'tindak', 'pidana', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'patra', 'niaga', 'periode']","['jaksa', 'agung', 'ungkap', 'kembang', 'baru', 'kasus', 'duga', 'tindak', 'pidana', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'patra', 'niaga', 'periode']",positive
Fri Jul 11 04:38:24 +0000 2025, Riza Chalid ditetapkan jadi Tersangka Kasus Korupsi Minyak Mentah dan Produk Kilang PT Pertamina kini jadi DPO Kalian percaya bakal ketangkep dan diproses sesuai hukum? Kan dia sohibnya mulyono @jokowi dan @prabowo Klo ngomongin Riza Chalid jadi inget papa minta saham https://t.co/xSUK2skNWN,riza chalid ditetapkan jadi tersangka kasus korupsi minyak mentah dan produk kilang pt pertamina kini jadi dpo kalian percaya bakal ketangkep dan diproses sesuai hukum kan dia sohibnya mulyono dan klo ngomongin riza chalid jadi inget papa minta saham,"['riza', 'chalid', 'ditetapkan', 'jadi', 'tersangka', 'kasus', 'korupsi', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'kini', 'jadi', 'dpo', 'kalian', 'percaya', 'bakal', 'ketangkep', 'diproses', 'sesuai', 'hukum', 'kan', 'sohibnya', 'mulyono', 'kalau', 'ngomongin', 'riza', 'chalid', 'jadi', 'ingat', 'papa', 'minta', 'saham']","['riza', 'chalid', 'tetap', 'jadi', 'sangka', 'kasus', 'korupsi', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'kini', 'jadi', 'dpo', 'kalian', 'percaya', 'bakal', 'ketangkep', 'proses', 'sesuai', 'hukum', 'kan', 'sohib', 'mulyono', 'kalau', 'ngomongin', 'riza', 'chalid', 'jadi', 'ingat', 'papa', 'minta', 'saham']",positive
Fri Jul 11 04:22:11 +0000 2025,Kejaksaan Agung terus mengusut kasus dugaan korupsi dalam tata kelola minyak mentah dan produk kilang di PT Pertamina (Persero). Terbaru Kejagung mengumumkan bahwa total kerugian negara dalam kasus ini melonjak menjadi Rp285 01 triliun #pertamina #korupsi https://t.co/pCEm3paPg8,kejaksaan agung terus mengusut kasus dugaan korupsi dalam tata kelola minyak mentah dan produk kilang di pt pertamina persero terbaru kejagung mengumumkan bahwa total kerugian negara dalam kasus ini melonjak menjadi rp triliun,"['kejaksaan', 'agung', 'terus', 'mengusut', 'kasus', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'persero', 'terbaru', 'kejagung', 'mengumumkan', 'total', 'kerugian', 'negara', 'kasus', 'melonjak', 'menjadi', 'rp', 'triliun']","['jaksa', 'agung', 'terus', 'usut', 'kasus', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'persero', 'baru', 'jagung', 'umum', 'total', 'rugi', 'negara', 'kasus', 'lonjak', 'jadi', 'rp', 'triliun']",negative
Fri Jul 11 04:20:42 +0000 2025,#konteksnews - Skandal besar kembali mencuat Kejaksaan Agung resmi menetapkan 9 tersangka baru dalam kasus dugaan korupsi tata kelola minyak mentah dan produk kilang di Pertamina dan KKKS untuk periode 2018 2023. (ag) #KasusKorupsi #Pertamina #RizaChalid #SaudagarMinyak https://t.co/gsUyCMQ3rZ,skandal besar kembali mencuat kejaksaan agung resmi menetapkan tersangka baru dalam kasus dugaan korupsi tata kelola minyak mentah dan produk kilang di pertamina dan kkks untuk periode ag,"['skandal', 'besar', 'mencuat', 'kejaksaan', 'agung', 'resmi', 'menetapkan', 'tersangka', 'baru', 'kasus', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pertamina', 'kkks', 'periode', 'ag']","['skandal', 'besar', 'cuat', 'jaksa', 'agung', 'resmi', 'tetap', 'sangka', 'baru', 'kasus', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pertamina', 'kkks', 'periode', 'ag']",positive
Fri Jul 11 04:20:16 +0000 2025,Kejaksaan Agung mengungkapkan kerugian negara dalam kasus dugaan korupsi tata kelola minyak mentah dan produk kilang pada PT Pertamina (Persero) tahun 2018-2023 mencapai Rp285 triliun. Kerugian perekonomian negara dan keuangan negara berdasarkan hasil perhitungan yang sudah https://t.co/yeCQLg4LGw,kejaksaan agung mengungkapkan kerugian negara dalam kasus dugaan korupsi tata kelola minyak mentah dan produk kilang pada pt pertamina persero tahun mencapai rp triliun kerugian perekonomian negara dan keuangan negara berdasarkan hasil perhitungan yang sudah,"['kejaksaan', 'agung', 'mengungkapkan', 'kerugian', 'negara', 'kasus', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'persero', 'tahun', 'mencapai', 'rp', 'triliun', 'kerugian', 'perekonomian', 'negara', 'keuangan', 'negara', 'berdasarkan', 'hasil', 'perhitungan']","['jaksa', 'agung', 'ungkap', 'rugi', 'negara', 'kasus', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'persero', 'tahun', 'capai', 'rp', 'triliun', 'rugi', 'ekonomi', 'negara', 'uang', 'negara', 'dasar', 'hasil', 'hitung']",positive
Fri Jul 11 04:01:53 +0000 2025,Kejaksaan Agung menetapkan Muhammad Riza Chalid sebagai tersangka baru dalam kasus dugaan korupsi tata kelola minyak mentah dan produk kilang PT Pertamina tahun 2018-2023. Riza belum ditahan karena berada di luar negeri namun Sesuai amanat presiden @prabowo : Kejar koruptor https://t.co/UxuXfCpuz3,kejaksaan agung menetapkan muhammad riza chalid sebagai tersangka baru dalam kasus dugaan korupsi tata kelola minyak mentah dan produk kilang pt pertamina tahun riza belum ditahan karena berada di luar negeri namun sesuai amanat presiden kejar koruptor,"['kejaksaan', 'agung', 'menetapkan', 'muhammad', 'riza', 'chalid', 'tersangka', 'baru', 'kasus', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'tahun', 'riza', 'ditahan', 'berada', 'luar', 'negeri', 'sesuai', 'amanat', 'presiden', 'kejar', 'koruptor']","['jaksa', 'agung', 'tetap', 'muhammad', 'riza', 'chalid', 'sangka', 'baru', 'kasus', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'tahun', 'riza', 'tahan', 'ada', 'luar', 'negeri', 'sesuai', 'amanat', 'presiden', 'kejar', 'koruptor']",positive
Fri Jul 11 03:39:26 +0000 2025,𝗧𝗲𝗿𝘀𝗮𝗻𝗴𝗸𝗮 𝗞𝗮𝘀𝘂𝘀 𝗣𝗲𝗿𝘁𝗮𝗺𝗶𝗻𝗮 𝗕𝗲𝗿𝘁𝗮𝗺𝗯𝗮𝗵 𝗦𝗲𝗺𝗯𝗶𝗹𝗮𝗻 𝗢𝗿𝗮𝗻𝗴 𝗧𝗲𝗿𝗺𝗮𝘀𝘂𝗸 𝗠 𝗥𝗶𝘇𝗮 𝗖𝗵𝗮𝗹𝗶𝗱 Kejaksaan Agung kembali menetapkan sembilan tersangka dalam perkara dugaan korupsi tata kelola minyak mentah dan produk kilang di PT https://t.co/gEIa5OtieK,kejaksaan agung kembali menetapkan sembilan tersangka dalam perkara dugaan korupsi tata kelola minyak mentah dan produk kilang di pt,"['kejaksaan', 'agung', 'menetapkan', 'sembilan', 'tersangka', 'perkara', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt']","['jaksa', 'agung', 'tetap', 'sembilan', 'sangka', 'perkara', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt']",positive
Fri Jul 11 03:35:07 +0000 2025,Kejaksaan Agung kembali menetapkan sembilan tersangka dalam perkara dugaan korupsi tata kelola minyak mentah dan produk kilang di PT Pertamina periode 2018-2023. Salah satunya M Riza Chalid beneficial owner PT Orbit Terminal Merak. #Polhuk #AdadiKompas https://t.co/bG087pGDxn,kejaksaan agung kembali menetapkan sembilan tersangka dalam perkara dugaan korupsi tata kelola minyak mentah dan produk kilang di pt pertamina periode salah satunya m riza chalid beneficial owner pt orbit terminal merak,"['kejaksaan', 'agung', 'menetapkan', 'sembilan', 'tersangka', 'perkara', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'periode', 'salah', 'satunya', 'm', 'riza', 'chalid', 'beneficial', 'owner', 'pt', 'orbit', 'terminal', 'merak']","['jaksa', 'agung', 'tetap', 'sembilan', 'sangka', 'perkara', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'periode', 'salah', 'satu', 'm', 'riza', 'chalid', 'beneficial', 'owner', 'pt', 'orbit', 'terminal', 'merak']",negative
Fri Jul 11 03:32:45 +0000 2025,Kejaksaan Agung (Kejagung) menetapkan 9 tersangka baru dalam kasus korupsi tata kelola minyak mentah dan produk kilang pada PT Pertamina Persero dan Kontrak Kerja Sama (KKKS) dari tahun 2018 hingga 2023. #Kejagung #Korupsi #Pertamina #KasusKorupsi #RizaChalid https://t.co/0eVVTgxAd4,kejaksaan agung kejagung menetapkan tersangka baru dalam kasus korupsi tata kelola minyak mentah dan produk kilang pada pt pertamina persero dan kontrak kerja sama kkks dari tahun hingga,"['kejaksaan', 'agung', 'kejagung', 'menetapkan', 'tersangka', 'baru', 'kasus', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'persero', 'kontrak', 'kerja', 'sama', 'kkks', 'tahun', 'hingga']","['jaksa', 'agung', 'jagung', 'tetap', 'sangka', 'baru', 'kasus', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'persero', 'kontrak', 'kerja', 'sama', 'kkks', 'tahun', 'hingga']",positive
Fri Jul 11 03:17:10 +0000 2025,Kejaksaan Agung menetapkan 9 tersangka baru terkait kasus dugaan korupsi tata kelola minyak mentah dan produk kilang pd PT Pertamina.Salah 1 nya Mohammad Riza Chalid. Wow dimasa pemerintahan Prabowo semua para mafia mulai tdk berkutik. Kita wajib dukung dlm pemerintahan Prabowo https://t.co/fVNP1YsZty,kejaksaan agung menetapkan tersangka baru terkait kasus dugaan korupsi tata kelola minyak mentah dan produk kilang pd pt pertaminasalah nya mohammad riza chalid wow dimasa pemerintahan prabowo semua para mafia mulai tdk berkutik kita wajib dukung dlm pemerintahan prabowo,"['kejaksaan', 'agung', 'menetapkan', 'tersangka', 'baru', 'terkait', 'kasus', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pd', 'pt', 'pertaminasalah', 'nya', 'mohammad', 'riza', 'chalid', 'wow', 'masa', 'pemerintahan', 'prabowo', 'semua', 'mafia', 'mulai', 'berkutik', 'wajib', 'dukung', 'dlm', 'pemerintahan', 'prabowo']","['jaksa', 'agung', 'tetap', 'sangka', 'baru', 'kait', 'kasus', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pd', 'pt', 'pertaminasalah', 'nya', 'mohammad', 'riza', 'chalid', 'wow', 'masa', 'perintah', 'prabowo', 'semua', 'mafia', 'mulai', 'kutik', 'wajib', 'dukung', 'dlm', 'perintah', 'prabowo']",positive
Fri Jul 11 02:51:00 +0000 2025,Kejaksaan Agung menetapkan Riza Chalid sebagai tersangka kasus dugaan korupsi tata kelola minyak mentah dan produk kilang di Pertamina dan KKKS untuk periode 2018 2023. Riza yang berada di Singapura mangkir dari tiga kali pemanggilan penyidik. Kejagung kini berupaya https://t.co/H0dz0rzMsT,kejaksaan agung menetapkan riza chalid sebagai tersangka kasus dugaan korupsi tata kelola minyak mentah dan produk kilang di pertamina dan kkks untuk periode riza yang berada di singapura mangkir dari tiga kali pemanggilan penyidik kejagung kini berupaya,"['kejaksaan', 'agung', 'menetapkan', 'riza', 'chalid', 'tersangka', 'kasus', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pertamina', 'kkks', 'periode', 'riza', 'berada', 'singapura', 'mangkir', 'tiga', 'kali', 'pemanggilan', 'penyidik', 'kejagung', 'kini', 'berupaya']","['jaksa', 'agung', 'tetap', 'riza', 'chalid', 'sangka', 'kasus', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pertamina', 'kkks', 'periode', 'riza', 'ada', 'singapura', 'mangkir', 'tiga', 'kali', 'panggil', 'sidik', 'jagung', 'kini', 'upaya']",positive
Fri Jul 11 02:50:00 +0000 2025,Kejagung ungkap total kerugian kasus dugaan korupsi tata kelola minyak mentah dan produk kilang mencapai Rp 285 triliun. https://t.co/h0kNym8xbV,kejagung ungkap total kerugian kasus dugaan korupsi tata kelola minyak mentah dan produk kilang mencapai rp triliun,"['kejagung', 'ungkap', 'total', 'kerugian', 'kasus', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'mencapai', 'rp', 'triliun']","['jagung', 'ungkap', 'total', 'rugi', 'kasus', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'capai', 'rp', 'triliun']",positive
Fri Jul 11 02:10:43 +0000 2025,Mohammad Riza Chalid resmi ditetapkan sebagai tersangka oleh Kejaksaan Agung terkait kasus dugaan korupsi tata kelola minyak mentah dan produk kilang pada PT Pertamina (Persero) tahun 2018-2023. Selain Riza Chalid Kejagung juga menetapkan 8 tersangka lain dalam kasus yang https://t.co/hiWv9XFA1Y,mohammad riza chalid resmi ditetapkan sebagai tersangka oleh kejaksaan agung terkait kasus dugaan korupsi tata kelola minyak mentah dan produk kilang pada pt pertamina persero tahun selain riza chalid kejagung juga menetapkan tersangka lain dalam kasus yang,"['mohammad', 'riza', 'chalid', 'resmi', 'ditetapkan', 'tersangka', 'kejaksaan', 'agung', 'terkait', 'kasus', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'persero', 'tahun', 'riza', 'chalid', 'kejagung', 'menetapkan', 'tersangka', 'kasus']","['mohammad', 'riza', 'chalid', 'resmi', 'tetap', 'sangka', 'jaksa', 'agung', 'kait', 'kasus', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'persero', 'tahun', 'riza', 'chalid', 'jagung', 'tetap', 'sangka', 'kasus']",positive
Fri Jul 11 01:59:17 +0000 2025,Kejaksaan Agung menetapkan sembilan tersangka baru dalam kasus dugaan korupsi tata kelola minyak mentah dan produk kilang PT Pertamina (Persero) periode 2018 2023. Salah satunya adalah Muhammad Riza Chalid (MRC) selaku beneficial owner PT Orbit Terminal Merak. Bahwa https://t.co/ktDV5jOurv,kejaksaan agung menetapkan sembilan tersangka baru dalam kasus dugaan korupsi tata kelola minyak mentah dan produk kilang pt pertamina persero periode salah satunya adalah muhammad riza chalid mrc selaku beneficial owner pt orbit terminal merak bahwa,"['kejaksaan', 'agung', 'menetapkan', 'sembilan', 'tersangka', 'baru', 'kasus', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'persero', 'periode', 'salah', 'satunya', 'muhammad', 'riza', 'chalid', 'mrc', 'selaku', 'beneficial', 'owner', 'pt', 'orbit', 'terminal', 'merak']","['jaksa', 'agung', 'tetap', 'sembilan', 'sangka', 'baru', 'kasus', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'persero', 'periode', 'salah', 'satu', 'muhammad', 'riza', 'chalid', 'mrc', 'selaku', 'beneficial', 'owner', 'pt', 'orbit', 'terminal', 'merak']",neutral
Fri Jul 11 01:48:12 +0000 2025,Kejagung Menetapkan Muhammad Riza Chalid (MRC) sebagai tersangka baru dalam kasus dugaan tindak pidana korupsi dalam tata kelola minyak mentah dan produk kilang pada PT Pertamina (Persero) tahun 2018-2023. Nah ini baru benar tapi udah kelamaan semoga terungkap semuanya. https://t.co/Myyaf9EKpk,kejagung menetapkan muhammad riza chalid mrc sebagai tersangka baru dalam kasus dugaan tindak pidana korupsi dalam tata kelola minyak mentah dan produk kilang pada pt pertamina persero tahun nah ini baru benar tapi udah kelamaan semoga terungkap semuanya,"['kejagung', 'menetapkan', 'muhammad', 'riza', 'chalid', 'mrc', 'tersangka', 'baru', 'kasus', 'dugaan', 'tindak', 'pidana', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'persero', 'tahun', 'nah', 'baru', 'benar', 'udah', 'kelamaan', 'semoga', 'terungkap', 'semuanya']","['jagung', 'tetap', 'muhammad', 'riza', 'chalid', 'mrc', 'sangka', 'baru', 'kasus', 'duga', 'tindak', 'pidana', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'persero', 'tahun', 'nah', 'baru', 'benar', 'udah', 'lama', 'moga', 'ungkap', 'semua']",positive
Fri Jul 11 01:30:00 +0000 2025,Kejaksaan Agung (Kejagung) mengungkapkan bahwa total kerugian keuangan dan perekonomian negara dalam perkara dugaan korupsi terkait pengelolaan minyak mentah dan produk kilang mencapai lebih dari Rp285 triliun. https://t.co/TDe8MwZixu,kejaksaan agung kejagung mengungkapkan bahwa total kerugian keuangan dan perekonomian negara dalam perkara dugaan korupsi terkait pengelolaan minyak mentah dan produk kilang mencapai lebih dari rp triliun,"['kejaksaan', 'agung', 'kejagung', 'mengungkapkan', 'total', 'kerugian', 'keuangan', 'perekonomian', 'negara', 'perkara', 'dugaan', 'korupsi', 'terkait', 'pengelolaan', 'minyak', 'mentah', 'produk', 'kilang', 'mencapai', 'lebih', 'rp', 'triliun']","['jaksa', 'agung', 'jagung', 'ungkap', 'total', 'rugi', 'uang', 'ekonomi', 'negara', 'perkara', 'duga', 'korupsi', 'kait', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'capai', 'lebih', 'rp', 'triliun']",negative
